score_id,key,segment_start,melody_vector,final_score
gen_11,Eb,0.0,"[5, 13, 7, 13, 10, 13, 6, 13, 3, 13, 13, 13, 5, 13, 7, 13, 10, 13, 10, 13, 4, 13, 0, 0, 5, 13, 9, 13, 12, 13, 12, 13, 5, 13, 3, 13, 5, 0, 4, 13, 1, 13, 4, 13, 10, 13, 8, 13, 10, 13, 7, 13, 5, 13, 2, 13, 1, 13, 13, 13, 13, 13, 13, 13]",352
gen_12,B,0.0,"[8, 13, 12, 13, 8, 13, 6, 13, 5, 13, 13, 13, 5, 13, 1, 13, 4, 13, 4, 13, 5, 13, 0, 0, 1, 13, 7, 13, 8, 13, 5, 13, 3, 13, 4, 13, 5, 0, 8, 13, 8, 13, 12, 13, 10, 13, 8, 13, 8, 13, 12, 13, 5, 13, 5, 13, 1, 13, 13, 13, 13, 13, 13, 13]",352
gen_13,E,0.0,"[1, 13, 6, 13, 6, 13, 12, 13, 8, 13, 13, 13, 5, 13, 7, 13, 5, 13, 4, 13, 5, 13, 0, 0, 4, 13, 3, 13, 5, 13, 6, 13, 8, 13, 4, 13, 6, 0, 6, 13, 8, 13, 2, 13, 8, 13, 9, 13, 10, 13, 8, 13, 3, 13, 2, 13, 1, 13, 13, 13, 13, 13, 13, 13]",352
gen_14,G,0.0,"[5, 13, 7, 13, 10, 13, 6, 13, 5, 13, 13, 13, 8, 13, 7, 13, 5, 13, 4, 13, 6, 13, 0, 0, 4, 13, 3, 13, 5, 13, 7, 13, 8, 13, 4, 13, 1, 0, 11, 13, 8, 13, 11, 13, 8, 13, 9, 13, 3, 13, 7, 13, 5, 13, 2, 13, 1, 13, 13, 13, 13, 13, 13, 13]",352
gen_15,E,0.0,"[5, 13, 7, 13, 10, 13, 4, 13, 2, 13, 13, 13, 8, 13, 7, 13, 8, 13, 12, 13, 5, 13, 0, 0, 2, 13, 4, 13, 5, 13, 2, 13, 5, 13, 4, 13, 8, 0, 7, 13, 6, 13, 6, 13, 8, 13, 9, 13, 8, 13, 7, 13, 5, 13, 5, 13, 1, 13, 13, 13, 13, 13, 13, 13]",351
gen_16,F,0.0,"[8, 13, 7, 13, 8, 13, 6, 13, 8, 13, 13, 13, 8, 13, 7, 13, 5, 13, 4, 13, 7, 13, 0, 0, 5, 13, 7, 13, 8, 13, 4, 13, 5, 13, 4, 13, 5, 0, 2, 13, 8, 13, 11, 13, 6, 13, 8, 13, 8, 13, 9, 13, 9, 13, 4, 13, 1, 13, 13, 13, 13, 13, 13, 13]",351
gen_17,Bb,0.0,"[5, 13, 3, 13, 7, 13, 6, 13, 6, 13, 13, 13, 10, 13, 11, 13, 5, 13, 4, 13, 5, 13, 0, 0, 5, 13, 7, 13, 8, 13, 4, 13, 5, 13, 4, 13, 5, 0, 2, 13, 8, 13, 12, 13, 8, 13, 9, 13, 10, 13, 9, 13, 1, 13, 2, 13, 1, 13, 13, 13, 13, 13, 13, 13]",349
gen_18,B,0.0,"[8, 13, 6, 13, 6, 13, 12, 13, 8, 13, 13, 13, 5, 13, 7, 13, 5, 13, 4, 13, 5, 13, 0, 0, 4, 13, 1, 13, 6, 13, 9, 13, 5, 13, 4, 13, 5, 0, 11, 13, 8, 13, 1, 13, 5, 13, 9, 13, 10, 13, 9, 13, 3, 13, 2, 13, 1, 13, 13, 13, 13, 13, 13, 13]",348
gen_19,F,0.0,"[5, 13, 7, 13, 1, 13, 6, 13, 6, 13, 13, 13, 8, 13, 7, 13, 5, 13, 11, 13, 5, 13, 0, 0, 4, 13, 7, 13, 10, 13, 12, 13, 10, 13, 8, 13, 5, 0, 7, 13, 5, 13, 6, 13, 8, 13, 5, 13, 8, 13, 6, 13, 6, 13, 2, 13, 1, 13, 13, 13, 13, 13, 13, 13]",346
gen_20,C,0.0,"[5, 13, 3, 13, 10, 13, 6, 13, 3, 13, 13, 13, 10, 13, 7, 13, 5, 13, 4, 13, 5, 13, 0, 0, 1, 13, 4, 13, 5, 13, 7, 13, 6, 13, 11, 13, 5, 0, 2, 13, 8, 13, 6, 13, 10, 13, 9, 13, 8, 13, 3, 13, 5, 13, 2, 13, 1, 13, 13, 13, 13, 13, 13, 13]",346
gen_21,C,0.0,"[5, 13, 7, 13, 1, 13, 6, 13, 6, 13, 13, 13, 8, 13, 7, 13, 5, 13, 11, 13, 5, 13, 0, 0, 5, 13, 4, 13, 5, 13, 9, 13, 5, 13, 4, 13, 5, 0, 7, 13, 8, 13, 12, 13, 5, 13, 8, 13, 8, 13, 12, 13, 6, 13, 2, 13, 1, 13, 13, 13, 13, 13, 13, 13]",344
gen_22,G,0.0,"[1, 13, 6, 13, 6, 13, 6, 13, 8, 13, 13, 13, 5, 13, 6, 13, 5, 13, 1, 13, 5, 13, 0, 0, 4, 13, 7, 13, 9, 13, 8, 13, 1, 13, 4, 13, 5, 0, 9, 13, 8, 13, 6, 13, 8, 13, 9, 13, 8, 13, 8, 13, 3, 13, 2, 13, 1, 13, 13, 13, 13, 13, 13, 13]",343
gen_23,D,0.0,"[5, 13, 7, 13, 10, 13, 6, 13, 3, 13, 13, 13, 10, 13, 7, 13, 1, 13, 4, 13, 5, 13, 0, 0, 3, 13, 7, 13, 12, 13, 12, 13, 11, 13, 8, 13, 5, 0, 7, 13, 6, 13, 7, 13, 8, 13, 9, 13, 6, 13, 7, 13, 5, 13, 2, 13, 1, 13, 13, 13, 13, 13, 13, 13]",343
gen_24,F,0.0,"[5, 13, 7, 13, 5, 13, 10, 13, 3, 13, 13, 13, 8, 13, 7, 13, 5, 13, 11, 13, 6, 13, 0, 0, 7, 13, 7, 13, 8, 13, 5, 13, 8, 13, 4, 13, 5, 0, 3, 13, 8, 13, 12, 13, 8, 13, 4, 13, 8, 13, 3, 13, 1, 13, 2, 13, 1, 13, 13, 13, 13, 13, 13, 13]",340
gen_25,B,0.0,"[5, 13, 7, 13, 7, 13, 9, 13, 6, 13, 13, 13, 10, 13, 11, 13, 5, 13, 4, 13, 5, 13, 0, 0, 1, 13, 2, 13, 8, 13, 9, 13, 5, 13, 8, 13, 5, 0, 3, 13, 8, 13, 12, 13, 6, 13, 9, 13, 10, 13, 6, 13, 6, 13, 2, 13, 1, 13, 13, 13, 13, 13, 13, 13]",339
gen_26,C,0.0,"[5, 13, 3, 13, 10, 13, 6, 13, 4, 13, 13, 13, 10, 13, 11, 13, 5, 13, 6, 13, 6, 13, 0, 0, 3, 13, 7, 13, 8, 13, 5, 13, 8, 13, 4, 13, 5, 0, 3, 13, 8, 13, 7, 13, 8, 13, 9, 13, 8, 13, 3, 13, 3, 13, 2, 13, 1, 13, 13, 13, 13, 13, 13, 13]",338
gen_27,D,0.0,"[5, 13, 7, 13, 10, 13, 6, 13, 3, 13, 13, 13, 10, 13, 7, 13, 5, 13, 11, 13, 5, 13, 0, 0, 4, 13, 3, 13, 5, 13, 7, 13, 8, 13, 4, 13, 8, 0, 4, 13, 5, 13, 11, 13, 11, 13, 9, 13, 8, 13, 3, 13, 5, 13, 2, 13, 1, 13, 13, 13, 13, 13, 13, 13]",338
gen_28,E,0.0,"[5, 13, 7, 13, 10, 13, 10, 13, 3, 13, 13, 13, 5, 13, 7, 13, 5, 13, 4, 13, 5, 13, 0, 0, 5, 13, 4, 13, 5, 13, 9, 13, 2, 13, 7, 13, 5, 0, 5, 13, 8, 13, 12, 13, 8, 13, 9, 13, 7, 13, 10, 13, 5, 13, 2, 13, 1, 13, 13, 13, 13, 13, 13, 13]",337
gen_29,Bb,0.0,"[1, 13, 2, 13, 5, 13, 6, 13, 4, 13, 13, 13, 8, 13, 7, 13, 5, 13, 8, 13, 6, 13, 0, 0, 6, 13, 2, 13, 5, 13, 9, 13, 5, 13, 3, 13, 6, 0, 6, 13, 8, 13, 12, 13, 8, 13, 9, 13, 8, 13, 8, 13, 10, 13, 2, 13, 1, 13, 13, 13, 13, 13, 13, 13]",337
gen_30,C,0.0,"[5, 13, 7, 13, 7, 13, 9, 13, 6, 13, 13, 13, 10, 13, 7, 13, 5, 13, 4, 13, 6, 13, 0, 0, 4, 13, 7, 13, 8, 13, 8, 13, 5, 13, 7, 13, 10, 0, 6, 13, 8, 13, 12, 13, 8, 13, 9, 13, 10, 13, 6, 13, 6, 13, 2, 13, 1, 13, 13, 13, 13, 13, 13, 13]",337
